Track_URI,Track_Name,Album_Name,Artist_Name(s),Release_Date,Duration_ms,Popularity,Explicit,Added_By,Added_At,Genres,Record_Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature
spotify:track:EnAZ4rQ3QgQcKYYQMVK09H,Raah 826,Jab Tak Hai Jaan,Anirudh Ravichander,1/7/16,152466,85,TRUE,music_blogger,2023-11-02T12:51:08Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,devotional",YRF Music,0.246,0.373,1,-5.341,0,0.059,0.49089,0,0.85,0.887,76.944,3
spotify:track:M2Mty3UBz8zXv15Ux9iw8x,Track 827: Midnight,Happier Than Ever,"SZA, Bad Bunny",6/22/20,158570,18,TRUE,music_streamer,2021-08-29T05:20:55Z,"pop,hip-hop,r&b,electronic",Republic Records,0.407,0.237,8,-2.076,0,0.155,0.26823,0.306,0.819,0.84,194.962,5
spotify:track:NBusr770UWobaAnYZSaHR7,Pyaar 828,Chaleya,Sachin-Jigar,7/26/20,80002,49,FALSE,music_fan_india,2022-09-30T15:23:39Z,"punjabi pop,punjabi hip hop,desi hip hop,bhangra",Mudi Music,0.798,0.428,7,-3.513,0,0.254,0.94721,0,0.058,0.523,70.238,5
spotify:track:lQVtNd03H64uD3FarEbjku,Raag 829,Dilwale,Pritam,1/11/15,293000,20,FALSE,,2023-07-13T07:11:00Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",Times Music,0.478,0.312,8,-10.311,1,0.337,0.89836,0.059,0.157,0.521,64.699,4
spotify:track:UhGqFwfrh86aq58TxuJ4nX,Khwab 830,Kantara,"Stebin Ben, Yo Yo Honey Singh",9/22/16,307894,52,TRUE,music_blogger,2024-04-16T17:36:57Z,"telugu pop,tollywood,telugu hip hop,desi pop",Saregama India Ltd,0.888,0.412,3,-8.358,0,0.017,0.93567,0,0.851,0.642,110.076,3
spotify:track:Z0mm0Mit9enAJ1AmAQmO38,Pyaar 831,Jigarthanda,R.D. Burman,10/9/22,372570,35,FALSE,,2024-09-19T17:48:07Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop,punjabi hip hop",YRF Music,0.476,0.803,9,-10.845,0,0.366,0.38147,0,0.534,0.656,142.63,4
spotify:track:jZonGNoPxVuLSjbaWpZ45A,Track 832: Midnight,Midnights,Kendrick Lamar,5/26/18,305000,5,FALSE,,2021-09-17T12:02:47Z,"pop,hip-hop,r&b,electronic",Columbia Records,0.32,0.452,11,-8.419,1,0.381,0.20254,0.252,0.205,0.996,80.965,3
spotify:track:L9HsENCgQygIO2O30zG9kO,Track 833: Neon,Midnights,Bad Bunny,10/6/15,282097,69,FALSE,,2020-02-16T00:24:49Z,"pop,hip-hop,r&b,electronic",Republic Records,0.863,0.519,8,-6.148,0,0.35,0.15963,0.294,0.727,0.247,77.497,5
spotify:track:iNgLW9BncdnIaH02q49IcY,Pyaar 834,Chennai Express,"Nucleya, Badshah",8/8/25,202462,68,TRUE,music_blogger,2022-02-27T08:26:57Z,"arabic hip hop,khaleeji,desi,desert pop",Divine Music,0.797,0.631,11,-9.048,0,0.155,0.1828,0,0.422,0.48,166.341,4
spotify:track:0nG5Nu5ogz2GEr3u7E6gNB,Sur 835,Chaleya,"Kaam Bhaari, Neha Kakkar, Vishal-Shekhar",1/5/23,100803,36,TRUE,music_fan_india,2021-05-04T15:42:21Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop,punjabi hip hop",Eros Entertainment,0.491,0.31,7,-7.275,1,0.386,0.25203,0,0.497,0.59,121.933,5
spotify:track:GZ5Br4pahBs8iLRFtANtv0,Track 836: Neon,Certified Lover Boy,"Kendrick Lamar, Rihanna",9/5/16,197920,42,FALSE,music_fan_india,2024-07-04T14:11:39Z,"pop,hip-hop,r&b,electronic",Aftermath,0.334,0.686,7,-12.894,1,0.189,0.27131,0,0.099,0.99,91.565,3
spotify:track:imHUGiw2AFAI38dwxqIItE,Khwab 837,Besharam Rang,"Vishal-Shekhar, R.D. Burman",5/21/25,101524,90,FALSE,music_blogger,2021-10-21T13:09:30Z,"arabic hip hop,khaleeji,desi,desert pop",Eros Entertainment,0.374,0.493,10,-9.816,0,0.292,0.14865,0.214,0.855,0.673,55.82,4
spotify:track:KuvtScf210iTEsVQXaOlSv,Tarang 838,Party All Night,"Raftaar, Sidhu Moose Wala, Yo Yo Honey Singh",7/26/22,348318,73,FALSE,discover_weekly,2022-03-19T01:31:49Z,"ghazal,sufi,classical,devotional,qawwali",Saregama India Ltd,0.919,0.326,6,-2.106,1,0.328,0.90098,0,0.046,0.503,150.352,5
spotify:track:ajcbqjCAWpZOVziAQw08r3,Khwab 839,Puthiya Mukham,Anirudh Ravichander,7/15/22,198088,10,TRUE,playlist_curator,2024-08-11T00:10:32Z,"bangla pop,bengali hip hop,desi pop,indian indie",Saregama India Ltd,0.481,0.658,5,-12.501,1,0.137,0.59951,0.45,0.923,0.607,168.204,3
spotify:track:Xg5qo4p7i7CrNroSjRvCA4,Raah 840,Lagaan,Stebin Ben,8/5/20,423451,82,FALSE,music_fan_india,2020-08-08T09:54:57Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,devotional",Divine Music,0.554,0.564,4,-6.728,1,0.288,0.91351,0,0.661,0.366,140.067,3
spotify:track:kFJpxqhFAF7DW71lFevwIJ,Sukoon 841,Party All Night,"Raftaar, Nora Fatehi, Badshah, Raftaar",1/21/19,462138,67,FALSE,,2022-07-25T08:43:22Z,"ghazal,sufi,classical,devotional,qawwali",YRF Music,0.869,0.48,1,-6.541,0,0.115,0.91913,0.138,0.692,0.563,53.217,5
spotify:track:41MUmQZjkNXltj8FtqEIKV,Sur 842,Roja,"Dabboo Malik, Jubin Nautiyal, Arijit Singh",2/16/22,298933,6,FALSE,discover_weekly,2020-08-26T11:54:01Z,"telugu pop,tollywood,telugu hip hop,desi pop",Mudi Music,0.533,0.697,10,-5.62,1,0.373,0.38483,0.109,0.405,0.939,164.207,3
spotify:track:EDMX0oLGEuROMMZmJgGwq1,Dil 843,Yo Yo Honey Singh Is Back,"Big Dhamma, A.R. Rahman",1/17/24,367352,69,TRUE,,2025-09-07T11:28:45Z,"rap,desi hip hop,punjabi rap,hindi rap",YRF Music,0.868,0.323,2,-9.803,0,0.297,0.01785,0.21,0.105,0.643,142.366,3
spotify:track:7eOJVePNYuxdZU1xNiXXWk,Raag 844,Soul of Doctor,"Big Dhamma, Prabh Deep",12/4/20,282377,39,FALSE,world_music_fan,2025-11-07T21:58:48Z,"telugu pop,tollywood,telugu hip hop,desi pop",Outlaw Productions,0.851,0.571,0,-10.437,0,0.377,0.2273,0,0.875,0.807,80.925,5
spotify:track:IN4QR5EPXWl4PDme2kqXHi,Track 845: Midnight,Happier Than Ever,"Lady Gaga, Bad Bunny",5/12/22,73782,56,FALSE,,2025-01-01T19:12:46Z,"pop,hip-hop,r&b,electronic",Young Money,0.273,0.889,4,-11.736,1,0.324,0.79929,0.297,0.66,0.384,158.565,5
spotify:track:6ev0oNGaBtgHvOhblOAibw,Raah 846,Yo Yo Honey Singh Is Back,"Himesh Reshammiya, Sachin-Jigar, Sunidhi Chauhan",3/7/16,203596,35,FALSE,dj_mixer,2024-08-23T13:58:04Z,"ghazal,sufi,classical,devotional,qawwali",Mudi Music,0.664,0.845,11,-9.031,1,0.318,0.96863,0,0.716,0.311,209.169,3
spotify:track:CzNV5wCliNDsVuAubUTodW,Sur 847,Chaleya,Asha Bhosle,12/29/24,283464,97,TRUE,playlist_curator,2021-04-25T09:44:31Z,"telugu pop,tollywood,telugu hip hop,desi pop",Zee Music,0.677,0.891,1,-4.11,1,0.088,0.83745,0,0.322,0.798,189.799,3
spotify:track:m5Xxvdg0AhLn0CudhC0NQB,Tarang 848,Vikram,Prabh Deep,10/31/19,413754,25,TRUE,,2023-03-13T13:28:02Z,"arabic hip hop,khaleeji,desi,desert pop",Saregama India Ltd,0.626,0.698,10,-14.367,1,0.108,0.42019,0,0.15,0.877,131.803,3
spotify:track:nvzGyQ9BpF6o26JB3pYKwh,Raah 849,Dilwale,"Neha Kakkar, Kaam Bhaari",3/7/17,459033,27,FALSE,,2025-01-26T04:46:42Z,"indie pop,desi indie,alternative,experimental",Bhushan Kumar,0.266,0.868,6,-9.201,0,0.111,0.5357,0,0.947,0.777,114.914,5
spotify:track:rNPWOxJNDHXhOLwFeoYXb3,Raag 850,Dilwale,Dabboo Malik,8/30/21,85249,38,FALSE,,2023-06-04T09:38:16Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",Muve Music,0.245,0.478,8,-14.156,0,0.242,0.22274,0,0.495,0.608,64.9,5
spotify:track:F97dA5e7s1AN2ygVQZr8z1,Dil 851,Chennai Express,Pritam,7/25/15,352091,3,FALSE,,2025-10-26T23:22:35Z,"rap,desi hip hop,punjabi rap,hindi rap",Indie Records,0.315,0.999,0,-11.686,1,0.194,0.68417,0.487,0.702,0.259,209.754,3
spotify:track:vIAVQLNDq7LK015lwLca1Y,Tarang 852,Jab Tak Hai Jaan,Sidhu Moose Wala,8/9/17,171281,33,TRUE,,2021-08-16T14:58:48Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",Desi Beats,0.565,0.808,0,-8.09,1,0.34,0.16542,0,0.617,0.769,168.623,4
spotify:track:t1DLWPw8nH38Xp4mwFnEht,Dil 853,Dhurandhar,"Himesh Reshammiya, Shankar-Ehsaan-Loy",11/14/16,227655,19,TRUE,,2021-08-25T08:15:16Z,"hindi pop,bollywood,indie pop,desi pop",Eros Entertainment,0.724,0.277,3,-7.604,1,0.317,0.88585,0.163,0.166,0.106,81.565,3
spotify:track:G9sGMsDQjxwvBllTCV2jN1,Raag 854,Vikram,R.D. Burman,9/3/25,302762,92,TRUE,radio_listener,2024-04-07T00:33:03Z,"punjabi pop,punjabi hip hop,desi hip hop,bhangra",Indie Records,0.475,0.631,10,-13.234,0,0.302,0.93708,0.332,0.994,0.436,53.214,3
spotify:track:Z26B5U0HRATf99KDG1Q0pl,Khwab 855,Kantara,Big Dhamma,6/26/25,365829,70,TRUE,bollywood_lover,2021-12-21T22:09:41Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop,punjabi hip hop",Divine Music,0.787,0.378,10,-3.705,1,0.32,0.33009,0.344,0.845,0.784,127.875,4
spotify:track:ka7OWVZPXiJThGBI2x4AKO,Tarang 856,Kabali,"Jubin Nautiyal, Anirudh Ravichander",10/14/21,373956,33,FALSE,,2020-10-31T01:24:42Z,"bollywood,pop,desi,indie",Zee Music,0.837,0.36,11,-13.024,0,0.028,0.1457,0.291,0.015,0.725,127.559,4
spotify:track:axu7U4tcKMenkGMPZP63VG,Track 857: Neon,Midnights,Beyoncé,4/21/19,459783,3,TRUE,discover_weekly,2021-01-10T00:29:06Z,"pop,hip-hop,r&b,electronic",Sony Music,0.412,0.796,3,-5.848,0,0.098,0.9732,0.256,0.982,0.696,95.793,4
spotify:track:S90nI7WeKQFXo3RcKD8uVF,Tarang 858,Puthiya Mukham,"Ilaiyaraaja, Anirudh Ravichander",10/29/23,197060,22,TRUE,radio_listener,2021-05-12T17:48:02Z,"hindi pop,bollywood,indie pop,desi pop",Sony Music Entertainment India Pvt. Ltd.,0.249,0.62,11,-8.857,1,0.066,0.0915,0,0.105,0.244,111.831,5
spotify:track:eGBUtR1EtHfetYbn1hv1ky,Khwab 859,Bhairava Dweepam,"Mohammed Rafi, Yo Yo Honey Singh",3/16/21,356971,13,TRUE,,2023-11-10T07:06:59Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop,punjabi hip hop",Sony Music Entertainment India Pvt. Ltd.,0.232,0.979,1,-9.024,0,0.303,0.06444,0,0.156,0.589,52.881,3
spotify:track:a1Uyy1oy6E3jNrdS7aT3Q3,Pyaar 860,Yo Yo Honey Singh Is Back,Shankar-Ehsaan-Loy,12/8/18,179899,30,TRUE,playlist_curator,2024-01-24T00:07:25Z,"indie pop,desi indie,alternative,experimental",Bhushan Kumar,0.733,0.537,5,-2.336,0,0.125,0.83354,0,0.485,0.132,193.098,5
spotify:track:m15ZZj8Df0uNAuodXn87wr,Dil 861,Roja,"Jubin Nautiyal, Shashwat Sachdev, Tanishk Bagchi",6/25/17,377200,12,FALSE,dj_mixer,2025-08-27T00:44:00Z,"bollywood,pop,desi,indie",Sony Music Entertainment India Pvt. Ltd.,0.221,0.642,1,-9.906,1,0.195,0.0438,0.357,0.52,0.684,92.878,4
spotify:track:FPSs1rkggOLikf8gG5aU0g,Raag 862,Mastizaade,Vishal-Shekhar,6/16/20,461414,44,TRUE,music_streamer,2025-02-12T10:07:58Z,"punjabi pop,punjabi hip hop,desi hip hop,bhangra",Divine Music,0.937,0.663,2,-9.932,1,0.189,0.35432,0.01,0.094,0.452,75.518,3
spotify:track:a3p8IE3ZxPoEUfsi71DQKB,Sur 863,Jab Tak Hai Jaan,"Arijit Singh, Sachin-Jigar, Flipperachi",4/25/18,236745,27,TRUE,desi_hip_hop_fan,2023-04-29T11:37:23Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",Eros Entertainment,0.466,0.966,0,-14.353,0,0.392,0.7189,0.175,0.196,0.384,195.803,4
spotify:track:WbGjuNhSPBjmasEWakku4O,Pyaar 864,Bhairava Dweepam,"Ilaiyaraaja, Himesh Reshammiya",11/25/15,158674,32,TRUE,,2025-01-17T13:11:11Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",Outlaw Productions,0.609,0.926,5,-11.111,0,0.197,0.2659,0.016,0.247,0.98,148.249,4
spotify:track:mULzNgV73HXAOv7id0xxSZ,Track 865: Neon,Certified Lover Boy,"Eminem, Drake",5/18/20,257144,33,FALSE,,2023-12-27T12:10:21Z,"pop,hip-hop,r&b,electronic",Universal Music Group,0.874,0.644,5,-14.246,0,0.26,0.99874,0,0.794,0.845,141.775,5
spotify:track:vuZpG1tual51HzZhVh0XGW,Dil 866,Padmaavat,"Yo Yo Honey Singh, Pritam",1/30/17,337916,26,TRUE,,2023-10-19T06:00:27Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",Saregama India Ltd,0.567,0.912,11,-6.28,0,0.325,0.227,0.451,0.019,0.764,151.975,4
spotify:track:aEgCL8s4t6r0K9htFXDIsh,Track 867: Electric,Certified Lover Boy,SZA,10/4/22,392260,40,FALSE,music_streamer,2024-08-19T15:27:38Z,"pop,hip-hop,r&b,electronic",Universal Music Group,0.436,0.932,9,-12.875,1,0.072,0.40894,0.082,0.218,0.967,201.643,4
spotify:track:uztXg6dol3yOo6WBYHNUcv,Track 868: Electric,Certified Lover Boy,Kendrick Lamar,2/1/23,388868,11,TRUE,music_fan_india,2025-04-12T00:10:43Z,"pop,hip-hop,r&b,electronic",Atlantic Records,0.401,0.893,6,-5.258,1,0.1,0.66158,0,0.067,0.973,134.085,4
spotify:track:Uihg9C5kBpH2UTtr75Xzs3,Sur 869,Jab Tak Hai Jaan,Sachin-Jigar,3/5/17,93665,83,TRUE,audiophile,2024-06-11T16:34:20Z,"indie pop,desi indie,alternative,experimental",Outlaw Productions,0.644,0.524,3,-8.846,0,0.006,0.86818,0.261,0.224,0.275,69.932,5
spotify:track:GcQ63FMUPr6XlGkemQc6Hn,Tarang 870,3 Idiots,"Nucleya, Shashwat Sachdev",1/25/24,287504,25,TRUE,,2022-12-08T18:12:44Z,"telugu pop,tollywood,telugu hip hop,desi pop",Mudi Music,0.27,0.268,7,-3.158,0,0.236,0.20142,0,0.306,0.106,86.673,5
spotify:track:JSmQzYmoTO3kERIIw3OlQH,Sukoon 871,Chaleya,"Vishal-Shekhar, Sunidhi Chauhan, Anirudh Ravichander",5/20/15,151701,11,TRUE,playlist_curator,2024-06-16T15:04:26Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",Muve Music,0.239,0.391,8,-10.958,1,0.304,0.45508,0.007,0.31,0.995,125.532,4
spotify:track:KzHkFpLnOuNnUdIj7lB7fA,Track 872: Golden,Midnights,"Eminem, Lady Gaga",11/27/18,191034,75,FALSE,world_music_fan,2022-09-30T13:37:33Z,"pop,hip-hop,r&b,electronic",Republic Records,0.747,0.394,2,-14.444,0,0.253,0.81422,0,0.341,0.82,157.525,3
spotify:track:xcfRej3asg91cIUhItulYH,Pyaar 873,Badrinath Ki Dulhania,Mohammed Rafi,12/8/25,351587,54,TRUE,playlist_curator,2025-05-18T07:51:51Z,"arabic hip hop,khaleeji,desi,desert pop",T-Series,0.297,0.562,6,-14.671,1,0.39,0.18824,0.438,0.641,0.735,115.222,5
spotify:track:zIN7z5ppTZzf1qnDDEGIQr,Track 874: Golden,Happier Than Ever,Dua Lipa,10/21/18,324818,29,FALSE,,2020-10-28T17:43:59Z,"pop,hip-hop,r&b,electronic",Aftermath,0.803,0.93,3,-9.282,1,0.217,0.56557,0.083,0.038,0.217,92.717,3
spotify:track:I44VS7BzVKaZFY7sEfjLY6,Raah 875,Thuppaki Munai,"Prabh Deep, Kaavish",9/30/20,443333,48,FALSE,music_blogger,2023-07-30T03:00:33Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",YRF Music,0.51,0.883,9,-4.268,1,0.367,0.00308,0,0.625,0.286,62.812,3
spotify:track:wc3zBwDGnjea4EUavd39DG,Raag 876,Besharam Rang,Pritam,1/6/22,460092,36,TRUE,desi_hip_hop_fan,2020-07-27T18:25:00Z,"bangla pop,bengali hip hop,desi pop,indian indie",Divine Music,0.784,0.797,6,-4.235,1,0.351,0.80408,0.431,0.194,0.171,110.555,3
spotify:track:RffnV3Y18uuXqWxlWlbm2H,Track 877: Golden,Happier Than Ever,Taylor Swift,2/12/24,390116,39,FALSE,dj_mixer,2024-06-27T12:46:03Z,"pop,hip-hop,r&b,electronic",Saregama,0.61,0.825,11,-4.433,0,0.206,0.7578,0,0.288,0.36,53.144,4
spotify:track:UhIoBdkO3mbOsn6Qfm9SuB,Track 878: Electric,Happier Than Ever,"Eminem, Justin Bieber",11/6/21,372772,3,TRUE,,2025-05-01T05:21:25Z,"pop,hip-hop,r&b,electronic",Bad Boy Records,0.491,0.882,8,-8.694,0,0.023,0.64064,0.471,0.447,0.574,81.693,5
spotify:track:79LXONUSi1xneAtWKhiZsq,Tarang 879,Dil Se,"Alka Yagnik, Shashwat Sachdev, Kaavish",4/8/15,145583,68,FALSE,dj_mixer,2023-05-06T06:35:59Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",Universal Music India,0.753,0.311,9,-9.191,1,0.382,0.23555,0.194,0.27,0.591,118.229,5
spotify:track:hQucSMLQWqrCCwqTDzduCO,Pyaar 880,Padmaavat,"Asha Bhosle, Yo Yo Honey Singh, Kaam Bhaari",3/1/21,309169,35,TRUE,playlist_curator,2025-02-12T10:05:55Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",Universal Music India,0.66,0.689,4,-10.036,0,0.096,0.54614,0,0.228,0.473,201.943,5
spotify:track:lOMZLkt8CL99QsPypVDDGl,Sur 881,Badrinath Ki Dulhania,"Badshah, Alka Yagnik, Prabh Deep",7/23/19,443316,56,FALSE,bollywood_lover,2020-10-13T12:57:14Z,"bangla pop,bengali hip hop,desi pop,indian indie",T-Series,0.797,0.812,6,-12.301,0,0.097,0.93845,0.071,0.13,0.716,148.396,4
spotify:track:ns7XY7OriOxdHbekGppFH4,Sur 882,Jigarthanda,"Himesh Reshammiya, Asha Bhosle, Alka Yagnik",11/10/23,413427,75,TRUE,music_streamer,2020-03-17T11:15:54Z,"indie pop,desi indie,alternative,experimental",Times Music,0.489,0.221,10,-10.386,1,0.248,0.59867,0,0.601,0.889,80.103,4
spotify:track:qXCG8fYDYT0Umoou6M4bIp,Sur 883,Soul of Doctor,"Yo Yo Honey Singh, Sunidhi Chauhan",8/5/18,294748,50,FALSE,radio_listener,2020-12-09T13:55:52Z,"telugu pop,tollywood,telugu hip hop,desi pop",Outlaw Productions,0.738,0.956,9,-4.064,1,0.021,0.41442,0,0.078,0.376,151.81,4
spotify:track:NAR3rUhOdVHTzPBsd26UMR,Track 884: Midnight,Happier Than Ever,Kendrick Lamar,9/20/20,375419,14,FALSE,,2022-05-10T10:13:21Z,"pop,hip-hop,r&b,electronic",Bad Boy Records,0.857,0.712,2,-10.543,1,0.05,0.98544,0.334,0.806,0.682,129.441,5
spotify:track:TpcPMFTbRH8Pdv5VzviybM,Raag 885,Dil Se,Nucleya,10/31/19,116963,12,FALSE,world_music_fan,2025-02-03T06:40:28Z,"remixes,edm,desi house,electronic",YRF Music,0.317,0.391,0,-11.984,1,0.214,0.37858,0.114,0.271,0.851,70.434,3
spotify:track:w57Ip2vlbcVNVmlM2i3QVw,Khwab 886,Mastizaade,"Badshah, Kaavish",11/19/18,440017,48,TRUE,,2025-08-30T09:38:31Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,devotional",Divine Music,0.479,0.837,11,-2.987,0,0.334,0.81026,0.297,0.208,0.127,159.126,3
spotify:track:6a0vl1FLGa0IIYNKVGzXQb,Track 887: Midnight,Certified Lover Boy,"Beyoncé, Justin Bieber",1/21/20,455147,37,FALSE,producer,2024-09-14T05:42:20Z,"pop,hip-hop,r&b,electronic",Aftermath,0.709,0.502,7,-14.954,0,0.365,0.44751,0.47,0.357,0.507,102.513,5
spotify:track:y3428mbyqHDEMcsXZWaDNJ,Raah 888,Party All Night,Ilaiyaraaja,11/27/15,343859,83,TRUE,,2021-05-09T02:11:03Z,"bangla pop,bengali hip hop,desi pop,indian indie",Zee Music,0.768,0.806,7,-3.173,0,0.294,0.61839,0,0.893,0.174,152.179,4
spotify:track:vw9RHgQ3UaaTe1nfjJc0Ee,Khwab 889,Dhurandhar,"Sunidhi Chauhan, Kaam Bhaari",4/13/23,260899,48,FALSE,dj_mixer,2022-05-13T01:35:24Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop,punjabi hip hop",YRF Music,0.218,0.437,8,-3.855,0,0.039,0.49074,0.106,0.382,0.766,207.679,4
spotify:track:G2kpHcCXbODYZSTOCTVqNQ,Khwab 890,Party All Night,"Kaavish, Asha Bhosle",4/20/23,233561,69,FALSE,dj_mixer,2025-02-04T11:28:37Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",YRF Music,0.216,0.38,11,-12.076,1,0.348,0.3202,0.295,0.768,0.938,206.346,3
spotify:track:tncatnqnqYkW0aj7DuBmRM,Track 891: Golden,Happier Than Ever,SZA,1/11/24,212365,91,TRUE,audiophile,2024-10-04T06:33:08Z,"pop,hip-hop,r&b,electronic",Epic Records,0.456,0.283,2,-4.337,0,0.021,0.84269,0,0.09,0.821,78.045,4
spotify:track:4I8Y9a3FARgVFsRoytZCDf,Track 892: Electric,Midnights,Rihanna,6/30/16,293424,13,FALSE,radio_listener,2025-10-16T03:00:36Z,"pop,hip-hop,r&b,electronic",Epic Records,0.598,0.276,10,-3.663,1,0.36,0.97418,0,0.085,0.237,116.915,3
spotify:track:zNq9ZgDo20AJlC8vtBxKJR,Track 893: Electric,Midnights,"Billie Eilish, Lady Gaga",1/17/23,312908,96,TRUE,producer,2024-03-11T02:24:40Z,"pop,hip-hop,r&b,electronic",Aftermath,0.875,0.227,11,-12.906,0,0.263,0.7396,0.015,0.676,0.115,148.406,5
spotify:track:M6TNnnOEEuKefNN8vQ1oWV,Pyaar 894,Jigarthanda,Big Dhamma,1/11/16,266331,16,TRUE,bollywood_lover,2024-11-14T05:35:47Z,"bollywood,pop,desi,indie",Divine Music,0.773,0.27,11,-5.957,1,0.159,0.66164,0,0.027,0.937,135.623,4
spotify:track:Ad9GBMU5ri3qRCiXErbzEi,Track 895: Midnight,Midnights,Taylor Swift,3/7/22,165402,17,FALSE,music_streamer,2025-12-03T07:46:19Z,"pop,hip-hop,r&b,electronic",Interscope Records,0.592,0.219,11,-2.652,0,0.233,0.3356,0,0.56,0.63,139.038,4
spotify:track:1lGiV04yyqpgB1p5CvlVs0,Khwab 896,Thuppaki Munai,Mohammed Rafi,7/1/19,330555,42,TRUE,,2024-08-15T18:11:04Z,"bangla pop,bengali hip hop,desi pop,indian indie",YRF Music,0.557,0.258,1,-11.782,0,0.252,0.29707,0.13,0.029,0.664,102.334,5
spotify:track:HGhHplBEVmLHN2hphZXHh2,Sur 897,Vikram,"Himesh Reshammiya, Jubin Nautiyal",6/10/22,159089,46,TRUE,playlist_curator,2023-06-20T03:31:27Z,"arabic hip hop,khaleeji,desi,desert pop",T-Series,0.725,0.482,6,-13.614,1,0.039,0.64473,0,0.033,0.19,157.773,4
spotify:track:Gr8SPiDiBEgtO9mZaKQrE4,Track 898: Midnight,Midnights,Kendrick Lamar,10/30/17,67344,67,TRUE,music_streamer,2022-02-26T00:50:51Z,"pop,hip-hop,r&b,electronic",Atlantic Records,0.928,0.805,9,-5.463,0,0.226,0.04472,0,0.605,0.787,102.127,5
spotify:track:ztCiakIxA9caaJb11VFapa,Raag 899,Dilwale,Dabboo Malik,5/28/25,162297,58,TRUE,,2024-06-15T16:47:30Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",Times Music,0.672,0.829,10,-3.989,0,0.02,0.75576,0.095,0.071,0.987,136.783,4
spotify:track:ygqv8eJIBZQhTMkYK05Pzu,Sur 900,Bhairava Dweepam,Pritam,8/16/23,184629,39,TRUE,discover_weekly,2024-05-18T06:35:37Z,"indie pop,desi indie,alternative,experimental",Desi Beats,0.779,0.709,8,-8.665,1,0.246,0.35115,0,0.771,0.772,200.423,4
spotify:track:OOYgAPbt4EmRjzqKPdWPZL,Khwab 901,Thuppaki Munai,"Nucleya, Stebin Ben, Yung Raj",9/22/15,284707,59,FALSE,,2021-10-04T20:02:11Z,"arabic hip hop,khaleeji,desi,desert pop",Outlaw Productions,0.548,0.825,8,-7.003,0,0.11,0.85081,0,0.81,0.606,148.556,3
spotify:track:qp0Jkl4GyT08ElbdNbCbJE,Sukoon 902,Bombay,Nucleya,9/9/24,170268,97,FALSE,dj_mixer,2025-01-02T10:43:09Z,"telugu pop,tollywood,telugu hip hop,desi pop",Divine Music,0.693,0.694,5,-10.53,1,0.349,0.42167,0.012,0.424,0.64,52.122,3
spotify:track:M8rDci4hQyO4tqAMw7Q3ZH,Sukoon 903,3 Idiots,"Anirudh Ravichander, Ilaiyaraaja, Tanishk Bagchi",6/7/20,211438,58,FALSE,playlist_curator,2022-09-21T01:43:34Z,"indie pop,desi indie,alternative,experimental",Sony Music Entertainment India Pvt. Ltd.,0.359,0.552,10,-8.024,0,0.378,0.09449,0,0.037,0.722,116.811,4
spotify:track:jmt1Dvp9Z9WU50x7wwiFI6,Raah 904,Yo Yo Honey Singh Is Back,"Sidhu Moose Wala, Nucleya",10/31/24,343433,46,TRUE,,2024-10-11T12:17:32Z,"indie pop,desi indie,alternative,experimental",Times Music,0.558,0.334,6,-10.972,1,0.045,0.04496,0.027,0.352,0.465,92.403,3
spotify:track:aYQtcPxVDA4O0GKOmN1wMu,Sukoon 905,Thuppaki Munai,"Nucleya, Stebin Ben",2/18/18,145737,22,TRUE,,2022-02-21T07:56:59Z,"ghazal,sufi,classical,devotional,qawwali",Times Music,0.686,0.431,9,-6.319,1,0.339,0.89041,0,0.52,0.875,164.213,4
